source,target
"Rey,Sergio J","Rey,Sergio J"
"Rhoads,James Ely","Jansen,Rolf A"
"Rhoads,James Ely","Malhotra,Sangeeta"
"Rhoads,James Ely","Rhoads,James Ely"
"Rhoads,James Ely","Windhorst,Rogier A"
"Rhoden,Alyssa Rose","Rhoden,Alyssa Rose"
"Richa,Andrea W","Richa,Andrea W"
"Richert,Ranko","Richert,Ranko"
"Ridgway,Samantha Willow","Neisewander,Janet Leigh"
"Riley,William","Brett,Joan F"
"Riley,William","Doebbeling,Bradley Niel"
"Riley,William","Gregory-Mercado,Karen"
"Riley,William","Hekler,Eric Chambers"
"Riley,William","Jacobs,Bertram Lewis"
"Riley,William","Marsiglia,Flavio"
"Riley,William","Mccullough,Jeffrey Carroll"
"Riley,William","Riley,William"
"Riley,William","Rivera,Daniel E"
"Riley,William","Runger,George"
"Riley,William","Salamone,Damien Thomas"
"Riley,William","Shafer,Michael S"
"Riley,William","Trastek,Victor Frederick"
"Ritchie,Barry G","Ritchie,Barry G"
"Rittmann,Bruce Edward","Agusdinata,Buyung"
"Rittmann,Bruce Edward","Hristovski,Kiril D"
"Rittmann,Bruce Edward","Krajmalnik-Brown,Rosa"
"Rittmann,Bruce Edward","Lackner,Klaus S."
"Rittmann,Bruce Edward","Lai,Yen-Jung"
"Rittmann,Bruce Edward","Lammers,Peter"
"Rittmann,Bruce Edward","Popat,Sudeep C"
"Rittmann,Bruce Edward","Rittmann,Bruce Edward"
"Rittmann,Bruce Edward","Sommerfeld,Milton R"
"Rittmann,Bruce Edward","Stechel,Ellen B."
"Rittmann,Bruce Edward","Torres,Cesar I"
"Rittmann,Bruce Edward","Westerhoff,Paul"
"Rittmann,Bruce Edward","Zhou,Chen"
"Rivera,Daniel E","Buman,Matthew P"
"Rivera,Daniel E","Hekler,Eric Chambers"
"Rivera,Daniel E","Rivera,Daniel E"
"Roberts,Nicole Alicia","Roberts,Nicole Alicia"
"Robinson,Mark Southwick","Boyd,Aaron Kyle"
"Robinson,Mark Southwick","Cisneros,Ernest"
"Robinson,Mark Southwick","Estes,Nicholas"
"Robinson,Mark Southwick","Johnson,Alexander"
"Robinson,Mark Southwick","Lawrence,Samuel J"
"Robinson,Mark Southwick","Leland,Jeffrey Richard"
"Robinson,Mark Southwick","Nelson,David Michael"
"Robinson,Mark Southwick","Paris,Kristen Nicole"
"Robinson,Mark Southwick","Robinson,Mark Southwick"
"Robinson,Mark Southwick","Wagner,Robert Vernon"
"Rodriguez,Armando A","Anderson-Rowland,Mary Ruth"
"Rodriguez,Armando A","Rodriguez,Armando A"
"Roe-Sepowitz,Dominique","Krysik,Judy Lynn"
"Roe-Sepowitz,Dominique","Roe-Sepowitz,Dominique"
"Roff,Heather Michelle","Roff,Heather Michelle"
"Rogers,Bradley Barney","Henderson,Mark Richard"
"Rogers,Bradley Barney","Mobasher,Barzin"
"Rogers,Bradley Barney","Rogers,Bradley Barney"
"Roosevelt,Stacia Stolzenberg","Roosevelt,Stacia Stolzenberg"
"Ros,Alexandra","Ros,Alexandra"
"Roscoe,Rod David","Roscoe,Rod David"
"Rosen,Julia K","Rosen,Julia K"
"Rosenberg,Michael","Rosenberg,Michael"
"Rosier,Kathlene M","Rosier,Kathlene M"
"Ross,Emily","Crnic,Keith Alan"
"Ross,Heather Maura","Ahn,Gail-Joon"
"Ross,Heather Maura","Doupe,Adam"
"Ross,Heather Maura","Labelle,Jeffrey T"
"Ross,Heather Maura","Ross,Heather Maura"
"Ross,Heather Maura","Winterton,Jamie"
"Ruddell,Benjamin Lyle","Gurney,Kevin Robert"
"Ruddell,Benjamin Lyle","Hanemann,William Michael Micha"
"Ruddell,Benjamin Lyle","Johnson,Nathan Gregory"
"Ruddell,Benjamin Lyle","Ruddell,Benjamin Lyle"
"Ruddell,Benjamin Lyle","Sabo,John L"
"Ruddell,Benjamin Lyle","Shutters,Shade Timothy"
"Ruff,Steven William","Ruff,Steven William"
"Ruhi Vidal,Albert","Sabo,John L"
"Runger,George","Buman,Matthew P"
"Runger,George","Gaesser,Glenn Alan"
"Runger,George","Johnson,William G"
"Runger,George","Kaufman,David"
"Runger,George","Lindor,Keith Douglas"
"Runger,George","Liss,Julie M"
"Runger,George","Phillips,Elizabeth Deutsch"
"Runger,George","Runger,George"
"Runger,George","Shafer,Michael S"
"Runger,George","Sottara,Davide"
"Rushforth,Richard Ray","Johnson,Nathan Gregory"
"Rushforth,Richard Ray","Larson,Rhett"
"Rushforth,Richard Ray","Rushforth,Richard Ray"
"Ruth,Alissa Alice","Ruth,Alissa Alice"
"Ryan,Edmund Michael Colum","Collins,James"
"Rykaczewski,Konrad","Rykaczewski,Konrad"
"Sabo,John L","Aggarwal,Rimjhim M"
"Sabo,John L","Ahn,Gail-Joon"
"Sabo,John L","Candan,Kasim Selcuk"
"Sabo,John L","Chhetri,Netra B"
"Sabo,John L","Gerber,Leah R"
"Sabo,John L","Hanemann,William Michael Micha"
"Sabo,John L","Janssen,Marcus Alexander"
"Sabo,John L","Kuby,Michael"
"Sabo,John L","Maciejewski,Ross"
"Sabo,John L","Myint,Soe W"
"Sabo,John L","Qiu,Yueming"
"Sabo,John L","Ruddell,Benjamin Lyle"
"Sabo,John L","Sabo,John L"
"Sabo,John L","Slade,Alexandra Avril Brewis"
"Sabo,John L","Vivoni,Enrique"
"Sabo,John L","White,Dave Douglas"
"Sabo,John L","Wutich,Amber Elisabeth Yoder"
"Sadleir,Rosalind Jane","Kodibagkar,Vikram D"
"Sadleir,Rosalind Jane","Sadleir,Rosalind Jane"
"Sailor,David J","Gober,Patricia"
"Sailor,David J","Middel,Ariane Christine"
"Sala,Osvaldo E.","Sala,Osvaldo E."
"Salerno,Jessica Marie","Roberts,Nicole Alicia"
"Salerno,Jessica Marie","Salerno,Jessica Marie"
"Salerno,Jessica Marie","Schweitzer,Nicholas"
"Sampson,Robert R","Larsen,Wiley"
"Sampson,Robert R","Sampson,Robert R"
"Sanabria,Federico","Conrad,Cheryl Diane"
"Sanabria,Federico","Gipson-Reichardt,Cassandra Dia"
"Sanabria,Federico","Neisewander,Janet Leigh"
"Sanabria,Federico","Olive,Michael Foster"
"Sanabria,Federico","Sanabria,Federico"
"Sandler,Irwin Noah","Porter,Michele"
"Sandler,Irwin Noah","Sandler,Irwin Noah"
"Sandler,Irwin Noah","Tein,Jenn-Yun"
"Sandler,Irwin Noah","Wolchik,Sharlene"
"Sandrin,Susannah K","Sandrin,Susannah K"
"Sandrin,Todd Ryan","Ball,Rebecca"
"Sandrin,Todd Ryan","Broatch,Jennifer Ellen"
"Sandrin,Todd Ryan","Camacho,Erika T"
"Sandrin,Todd Ryan","Dietrich,Suzanne Wagner"
"Sandrin,Todd Ryan","Ferry,Lara Annette"
"Sandrin,Todd Ryan","Hackney Price,Jennifer Faye"
"Sandrin,Todd Ryan","Johnson,James Chadwick"
"Sandrin,Todd Ryan","Marshall,Pamela Ann"
"Sandrin,Todd Ryan","Mooney,Sian"
"Sandrin,Todd Ryan","Polidoro,Beth"
"Sandrin,Todd Ryan","Sandrin,Susannah K"
"Sandrin,Todd Ryan","Sandrin,Todd Ryan"
"Sandrin,Todd Ryan","Silva,Yasin Nilton"
"Sankar,Lalitha","Sankar,Lalitha"
"Santana,Robert Scott","Johnston,Carol S"
"Santanam,Raghu","Santanam,Raghu"
"Santello,Marco","Abbas,James"
"Santello,Marco","Ankeny,Casey J"
"Santello,Marco","Artemiadis,Panagiotis K."
"Santello,Marco","Ben Amor,Hani"
"Santello,Marco","Coursen,Jerry Lee"
"Santello,Marco","Frow,Emma Khamis"
"Santello,Marco","Fu,Qiushi"
"Santello,Marco","Garcia,Antonio Agustin"
"Santello,Marco","Kleim,Jeffrey Allan"
"Santello,Marco","Labelle,Jeffrey T"
"Santello,Marco","Santello,Marco"
"Santos,Carlos Eduardo","Santos,Carlos Eduardo"
"Saraniti,Marco","Saraniti,Marco"
"Sarewitz,Daniel","Sarewitz,Daniel"
"Saripalli,Srikanth","Bell III,James"
"Saripalli,Srikanth","Christensen,Philip R"
"Saripalli,Srikanth","Saripalli,Srikanth"
"Sarjoughian,Hessam Seyed","Sarjoughian,Hessam Seyed"
"Sarwat,Mohamed","Candan,Kasim Selcuk"
"Sarwat,Mohamed","Mirchandani,Pitu B."
"Sarwat,Mohamed","Sarwat,Mohamed"
"Sato,Hiroyuki","Bell III,James"
"Sato,Hiroyuki","Lawrence,Samuel J"
"Sato,Hiroyuki","Robinson,Mark Southwick"
"Sato,Hiroyuki","Sato,Hiroyuki"
"Saul,Steven Eugene","Saul,Steven Eugene"
"Sayeed,Mohamed","Sayeed,Mohamed"
"Scaglione,Anna","Scaglione,Anna"
"Scaglione,Anna","Ying,Lei"
"Scannapieco,Evan","Desch,Steven"
"Scannapieco,Evan","Scannapieco,Evan"
"Scherer,Nancy","Berisha,Visar Shahin"
"Scherer,Nancy","Helms  Tillery,Augusta K"
"Scherer,Nancy","Liss,Julie M"
"Scherer,Nancy","Restrepo,Maria Adelaida"
"Scherer,Nancy","Scherer,Nancy"
"Schoettle,Louis Noble","Blattman,Joseph Nathan"
"Schrader,Devin Lee","Schrader,Devin Lee"
"Schreiner-Mcgraw,Adam Paul","Vivoni,Enrique"
"Schulte,Ann C","Schulte,Ann C"
"Scotch,Matthew L","Gonzalez,Graciela H"
"Scotch,Matthew L","Hogue,Brenda G"
"Scotch,Matthew L","Mubayi,Anuj"
"Scotch,Matthew L","Pahle,Robert"
"Scotch,Matthew L","Scotch,Matthew L"
"Scott,Kimberly A","Scott,Kimberly A"
"Scowen,Paul Andrew","Scowen,Paul Andrew"
"Seager,Thomas Payson","Branch,Boyd Mathoni"
"Seager,Thomas Payson","Seager,Thomas Payson"
"Seaton,Eleanor","Seaton,Eleanor"
"Seaton,Eleanor","Spanierman,Lisa Beth"
"Sebold,Brent James","Sebold,Brent James"
"Segal,Sabrina","Granger,Douglas"
"Segal,Sabrina","Segal,Sabrina"
"Semken,Steven","Gober,Patricia"
"Semken,Steven","Semken,Steven"
"Semken,Steven","Wentz,Elizabeth Ann"
"Sen,Arunabha","Sen,Arunabha"
"Seyler,Sean Lee","Beckstein,Oliver"
"Sha,Xin Wei","Ingalls,Todd Matthew"
"Sha,Xin Wei","Sha,Xin Wei"
"Shafer,Michael S","Shafer,Michael S"
"Shaibi,Gabriel","Shaibi,Gabriel"
"Shakarian,Paulo","Sarwat,Mohamed"
"Shakarian,Paulo","Shakarian,Paulo"
"Shan,Xiaonan","Shan,Xiaonan"
"Shan,Xiaonan","Tao,Nongjian"
"Sharp,Thomas","Buseck,P R"
"Sharp,Thomas","Carpenter,Ray W"
"Sharp,Thomas","Chang,Lan-Yun"
"Sharp,Thomas","Crozier,Peter"
"Sharp,Thomas","Dwyer,Christian"
"Sharp,Thomas","Garcia-Pichel,Ferran"
"Sharp,Thomas","Goryll,Michael"
"Sharp,Thomas","Jiang,Hanqing"
"Sharp,Thomas","Liu,Jingyue"
"Sharp,Thomas","Mccartney,Martha Rogers"
"Sharp,Thomas","Nannenga,Brent Lane"
"Sharp,Thomas","Ponce,Fernando Agustin"
"Sharp,Thomas","Rajagopalan,Jagannathan"
"Sharp,Thomas","Roberson,Robert Wayne"
"Sharp,Thomas","Sharp,Thomas"
"Sharp,Thomas","Shim,Sang-Heon"
"Sharp,Thomas","Sieradzki,Karl"
"Sharp,Thomas","Smith,David John"
"Sharp,Thomas","Vermaas,Willem F J"
"Sharp,Thomas","Yu,Hongyu"
"Shearer,Nelma Beth","Shearer,Nelma Beth"
"Shet Tilvi,Vithal Pandurang","Shet Tilvi,Vithal Pandurang"
"Shi,Yixin","Kong,Wei"
"Shi,Yixin","Shi,Yixin"
"Shim,Sang-Heon","Chizmeshya,Andrew V"
"Shim,Sang-Heon","Hervig,Richard Lokke"
"Shim,Sang-Heon","Leinenweber,Kurt D"
"Shim,Sang-Heon","Shim,Sang-Heon"
"Shin,Cha-Nam","Belyea,Michael John"
"Shin,Cha-Nam","Bruening,Meredith Margaret"
"Shin,Cha-Nam","Reifsnider,Elizabeth Ann"
"Shin,Cha-Nam","Shin,Cha-Nam"
"Shiota,Michelle Noelani","Shiota,Michelle Noelani"
"Shipstead,Zachary","Shipstead,Zachary"
"Shirzaei,Manoochehr","Shirzaei,Manoochehr"
"Shirzaei,Manoochehr","Werth,Susanna"
"Shkolnik,Evgenya","Bowman,Judd David"
"Shkolnik,Evgenya","Jacobs,Daniel C."
"Shkolnik,Evgenya","Line,Michael Robert"
"Shkolnik,Evgenya","Scowen,Paul Andrew"
"Shkolnik,Evgenya","Shkolnik,Evgenya"
"Shock,Everett","Gould,Ian R"
"Shock,Everett","Shock,Everett"
"Shrivastava,Aviral","Clark,Lawrence T"
"Shrivastava,Aviral","Shrivastava,Aviral"
"Shutters,Shade Timothy","Maciejewski,Ross"
"Shutters,Shade Timothy","Ruddell,Benjamin Lyle"
"Shutters,Shade Timothy","Shutters,Shade Timothy"
"Shutters,Shade Timothy","Thies,Cameron G"
"Si,Jennie","Si,Jennie"
"Sieradzki,Karl","Sieradzki,Karl"
"Sierks,Michael Richard","Brafman,David Adam"
"Sierks,Michael Richard","Dunckley,Travis L"
"Sierks,Michael Richard","Hayes,Mark A"
"Sierks,Michael Richard","Mills,Jeremy H"
"Sierks,Michael Richard","Nannenga,Brent Lane"
"Sierks,Michael Richard","Oddo,Salvatore"
"Sierks,Michael Richard","Reiser,Mark R"
"Sierks,Michael Richard","Sierks,Michael Richard"
"Silcock,Burton William","Gilger,Kristin G"
"Silcock,Burton William","Silcock,Burton William"
"Silva,Yasin Nilton","Hall,Deborah L"
"Silva,Yasin Nilton","Silva,Yasin Nilton"
"Simon,Arleyn W","Simon,Arleyn W"
"Simpson,Richard Kendall","Mcgraw,Kevin J"
"Sipka,Danko Dan","Evans-Romaine,Dorothy Kathleen"
"Sipka,Danko Dan","Sipka,Danko Dan"
"Skorokhodov,Philip","Von Hagen,Mark"
"Slivinski,Stephen Anthony","Slivinski,Stephen Anthony"
"Smith,Barbara Symie","Bean,Heather"
"Smith,Barbara Symie","Smith,Barbara Symie"
"Smith,Brian","Sanabria,Federico"
"Smith,Brian","Smith,Brian"
"Smith,Brian","Wynne,Clive"
"Smith,David John","Smith,David John"
"Smith,David John","Zhang,Yong-Hang"
"Smith,Jacqueline Vella","Smith,Jacqueline Vella"
"Snyder,Russell Bradley","Delay,Dawn Ann"
"Snyder,Russell Bradley","Hedberg,Eric Christopher"
"Snyder,Russell Bradley","Lindstrom Johnson,Sarah Renee"
"Snyder,Russell Bradley","Snyder,Russell Bradley"
"Snyder,Russell Bradley","Wolfersteig,Wendy L"
"Sodemann,Angela Ann","Craig,Scotty Dale"
"Sodemann,Angela Ann","Gaffar,Ashraf"
"Sodemann,Angela Ann","Hsu,Keng Hao"
"Sodemann,Angela Ann","Mcdaniel,Troy Lee"
"Sodemann,Angela Ann","Sodemann,Angela Ann"
"Sohoni,Sohum Ashok","Craig,Scotty Dale"
"Sohoni,Sohum Ashok","Sohoni,Sohum Ashok"
"Solanki,Kiran N.","Solanki,Kiran N."
"Solyom,Jessica Ann","Solyom,Jessica Ann"
"Sommerfeld,Milton R","Sailor,David J"
"Sommerfeld,Milton R","Sommerfeld,Milton R"
"Song,Qian","Song,Qian"
"Sottara,Davide","Sottara,Davide"
"Spanias,Andreas Savva","Ayyanar,Raja"
"Spanias,Andreas Savva","Spanias,Andreas Savva"
"Spanias,Andreas Savva","Tepedelenlioglu,Cihan"
"Spanias,Andreas Savva","Turaga,Pavan Kumar"
"Spanierman,Lisa Beth","Hedberg,Eric Christopher"
"Spanierman,Lisa Beth","Marsiglia,Flavio"
"Spanierman,Lisa Beth","Spanierman,Lisa Beth"
"Spano,Mark L.","Spano,Mark L."
"Speyerer,Emerson Jacob","Speyerer,Emerson Jacob"
"Spindler,Robert Paul","Spindler,Robert Paul"
"Spinrad,Tracy","Eisenberg,Nancy"
"Spinrad,Tracy","Spinrad,Tracy"
"Spinrad,Tracy","Wilkens,Natalie Desrochers"
"Squires,Kyle D","Collofello,James Samuel"
"Squires,Kyle D","Dai,Lenore L"
"Squires,Kyle D","Ganesh,Tirupalavanam Gopal"
"Squires,Kyle D","Squires,Kyle D"
"Stabenfeldt,Sarah E","Stabenfeldt,Sarah E"
"Stafford,Phillip","Stafford,Phillip"
"Standley,Eileen","Fitzgerald,Mary M"
"Standley,Eileen","Standley,Eileen"
"Stanley,Richard H","Stanley,Richard H"
"Starrfield,Sumner Grosby","Starrfield,Sumner Grosby"
"Stats-Caldwell,Denise M","Stats-Caldwell,Denise M"
"Stechel,Ellen B.","Deng,Shuguang"
"Stechel,Ellen B.","Johnson,Nathan Gregory"
"Stechel,Ellen B.","Lammers,Peter"
"Stechel,Ellen B.","Phelan,Patrick E"
"Stechel,Ellen B.","Rittmann,Bruce Edward"
"Stechel,Ellen B.","Stechel,Ellen B."
"Steele,Kelly Patricia","Steele,Kelly Patricia"
"Steimle,Timothy","Steimle,Timothy"
"Stephanopoulos,Nicholas","Marvi,Hamidreza"
"Stephanopoulos,Nicholas","Stephanopoulos,Nicholas"
"Stephanopoulos,Nicholas","Yan,Hao"
"Sterner,Beckett","Jacobs,Bertram Lewis"
"Stojanowski,Christopher Michae","Stojanowski,Christopher Michae"
"Stone,Anne C","Buikstra,Jane Ellen"
"Stone,Anne C","Stone,Anne C"
"Stopar,Julie D","Robinson,Mark Southwick"
"Stopar,Julie D","Speyerer,Emerson Jacob"
"Stopar,Julie D","Stopar,Julie D"
"Strumsky,Deborah","Lobo,Jose A"
"Strumsky,Deborah","Strumsky,Deborah"
"Strumsky,Deborah","Van Der Leeuw,Sander"
"Stufken,John","Stufken,John"
"Sullivan,Kenneth T","Kashiwagi,Dean Takeo"
"Sullivan,Kenneth T","Sullivan,Kenneth T"
"Sumida Huaman,Elizabeth","Brayboy,Bryan"
"Sumida Huaman,Elizabeth","Sumida Huaman,Elizabeth"
"Sun,Fei","Sun,Fei"
"Suzart De Albuquerque,Fabio","Suzart De Albuquerque,Fabio"
"Suzuki,Anne S","Suzuki,Anne S"
"Suzuki,Anne S","Wetzel,Nicole Michelle"
"Swadener,Elizabeth Blue","Swadener,Elizabeth Blue"
"Swartz,Jonathan Ward","Swartz,Jonathan Ward"
"Sweazea,Karen Leanna","Johnston,Carol S"
"Sweazea,Karen Leanna","Sweazea,Karen Leanna"
"Sweazea,Karen Leanna","Whisner,Corrie Marie"
"Swindell,David","Swindell,David"
"Symonds,Sylvia Alicia","Symonds,Sylvia Alicia"
"Symonds,William","Symonds,William"
"Syrotiuk,Violet","Colbourn,Charles Joseph"
"Syrotiuk,Violet","Syrotiuk,Violet"
"Tachine,Amanda R","Tachine,Amanda R"
"Takahashi,Timothy Taro","Takahashi,Timothy Taro"
"Takamura,John Hiroomi","Takamura,John Hiroomi"
"Talboom,Joshua S","Oddo,Salvatore"
"Tamizhmani,Govindasamy","Kuitche,Joseph Mathurin"
"Tamizhmani,Govindasamy","Pan,Rong"
"Tamizhmani,Govindasamy","Tamizhmani,Govindasamy"
"Tang,Pingbo","Cooke,Nancy Jaworski"
"Tang,Pingbo","Liu,Yongming"
"Tang,Pingbo","Ren,Yi"
"Tang,Pingbo","Tang,Pingbo"
"Tang,Wenbo","Tang,Wenbo"
"Tao,Meng","Tao,Meng"
"Tao,Nongjian","Haydel,Shelley"
"Tao,Nongjian","Tao,Nongjian"
"Tao,Nongjian","Wang,Shaopeng"
"Tasevska,Natasha","Johnston,Carol S"
"Tasevska,Natasha","Tasevska,Natasha"
"Tasooji,Amaneh","Tasooji,Amaneh"
"Taylor,Jesse Earl","Taylor,Jesse Earl"
"Taylor,Michelle Elizabeth","Fabes,Richard Allen"
"Taylor,Michelle Elizabeth","Pratt,Megan E"
"Taylor,Michelle Elizabeth","Taylor,Michelle Elizabeth"
"Taylor,Michelle Elizabeth","Wilkens,Natalie Desrochers"
"Taylor,Sydney June","Wang,Liping"
"Tebeau,Mark Thomas","Lessios-Damerow,Julia L"
"Tebeau,Mark Thomas","Simeone,Michael Paul"
"Tebeau,Mark Thomas","Tebeau,Mark Thomas"
"Tein,Jenn-Yun","Dishion,Thomas"
"Tein,Jenn-Yun","Mackinnon,David Peter"
"Tein,Jenn-Yun","Mauricio,Anne Marie"
"Tein,Jenn-Yun","Tein,Jenn-Yun"
"Telep,Cody Webb","Telep,Cody Webb"
"Tepedelenlioglu,Cihan","Spanias,Andreas Savva"
"Tepedelenlioglu,Cihan","Tepedelenlioglu,Cihan"
"Tepper,Steven Jay","Esser,Gregory M"
"Tepper,Steven Jay","Frenette,Alexandre"
"Tepper,Steven Jay","Koppell,Jonathan"
"Tepper,Steven Jay","Lerman,Elizabeth A"
"Tepper,Steven Jay","Pinholster,Jacob Daniel"
"Tepper,Steven Jay","Tepper,Steven Jay"
"Terrill,William Charles","Terrill,William Charles"
"Thangavelautham,Jekanthan","Robinson,Mark Southwick"
"Thangavelautham,Jekanthan","Thangavelautham,Jekanthan"
"Thies,Cameron G","Thies,Cameron G"
"Thompson,John Curtis","Thompson,John Curtis"
"Thompson,Michael Lloyd","Thompson,Michael Lloyd"
"Thompson,Patrick W","Milner,Fabio Augusto"
"Thompson,Patrick W","Thompson,Patrick W"
"Thorpe,Michael F","Thorpe,Michael F"
"Throop,Heather Lynne","Elkins-Tanton,Linda"
"Throop,Heather Lynne","Throop,Heather Lynne"
"Thyagarajan,Nithyanandan","Beardsley,Adam Peter"
"Thyagarajan,Nithyanandan","Bowman,Judd David"
"Thyagarajan,Nithyanandan","Thyagarajan,Nithyanandan"
"Till,Christy B","Till,Christy B"
"Timmes,Francis","Timmes,Francis"
"Tiokhin,Leonid","Nesse,Randolph Martin"
"Tobias,Evan Sean","Bennett,Ira Mccoy"
"Tobias,Evan Sean","Finn,Edward Frederick"
"Tobias,Evan Sean","Jordan,Shawn Senneff"
"Tobias,Evan Sean","Lande,Micah"
"Tobias,Evan Sean","Ostman,Rae Ellen Marie"
"Tobias,Evan Sean","Paine,Garth Crispan"
"Tobias,Evan Sean","Stauffer,Sandra Lee"
"Tobias,Evan Sean","Tinapple,David A"
"Tobias,Evan Sean","Tobias,Evan Sean"
"Tobin,Daniel Joseph","Mcmahon,Jeffrey D"
"Todd,Michael Wayne","Todd,Michael Wayne"
"Toledo,Meynard John Lapore","Buman,Matthew P"
"Tong,Hanghang","Liu,Huan"
"Tong,Hanghang","Tong,Hanghang"
"Tong,Hanghang","Ying,Lei"
"Tongay,Sefaattin","Tongay,Sefaattin"
"Torres,Cesar I","Flory,Justin David"
"Torres,Cesar I","Fromme,Petra"
"Torres,Cesar I","Hecht,Sidney Michael"
"Torres,Cesar I","Moore,Ana L"
"Torres,Cesar I","Moore,Thomas Andrew"
"Torres,Cesar I","Rittmann,Bruce Edward"
"Torres,Cesar I","Torres,Cesar I"
"Torres,Cesar I","Vermaas,Willem F J"
"Towers,Sherry Meleah Jean","Castillo-Chavez,Carlos"
"Towers,Sherry Meleah Jean","Maciejewski,Ross"
"Towers,Sherry Meleah Jean","Towers,Sherry Meleah Jean"
"Treacy,Michael Matthew John","Thorpe,Michael F"
"Treacy,Michael Matthew John","Treacy,Michael Matthew John"
"Trenchevska,Olgica","Nedelkov,Dobrin"
"Trenchevska,Olgica","Nelson,Randall William"
"Trenchevska,Olgica","Trenchevska,Olgica"
"Trifiro,Anthony J","Jimenez-Silva,Margarita"
"Trifiro,Anthony J","Lambson,Dawn Anita"
"Trifiro,Anthony J","Trifiro,Anthony J"
"Trovitch,Ryan James","Trovitch,Ryan James"
"Truong,Danh Dinh","Nikkhah,Mehdi"
"Tsakalis,Konstantinos","Tsakalis,Konstantinos"
"Tsow,Tsing Wai","Forzani,Erica Silvia"
"Tsow,Tsing Wai","Tao,Nongjian"
"Tsow,Tsing Wai","Tsow,Tsing Wai"
"Tsow,Tsing Wai","Xian,Xiaojun"
"Tsuda,Takeyuki","Tsuda,Takeyuki"
"Turaga,Pavan Kumar","Coleman,Grisha"
"Turaga,Pavan Kumar","Ingalls,Todd Matthew"
"Turaga,Pavan Kumar","Sha,Xin Wei"
"Turaga,Pavan Kumar","Turaga,Pavan Kumar"
"Turker,Ebru","Turker,Ebru"
"Turriziani Colonna,Federica","Maienschein,Jane Ann"
"Turriziani Colonna,Federica","Turriziani Colonna,Federica"
"Tylavsky,Daniel John","Tylavsky,Daniel John"
"Tyler,William James","Tyler,William James"
"Ugarova,Tatiana P","Ros,Robert"
"Ugarova,Tatiana P","Ugarova,Tatiana P"
"Umana-Taylor,Adriana J","Schaefer,David"
"Umana-Taylor,Adriana J","Umana-Taylor,Adriana J"
"Underiner,Tamara Lou","Etheridge Woodson,Stephani"
"Underiner,Tamara Lou","Underiner,Tamara Lou"
"Underwood,Benjamin Shane","El Asmar,Mounir"
"Underwood,Benjamin Shane","Jang,Jaewon"
"Underwood,Benjamin Shane","Kaloush,Kamil Elias"
"Underwood,Benjamin Shane","Neithalath,Narayanan"
"Underwood,Benjamin Shane","Stempihar,Jeffrey John"
"Underwood,Benjamin Shane","Underwood,Benjamin Shane"
"Updegraff,Kimberly A","Umana-Taylor,Adriana J"
"Updegraff,Kimberly A","Updegraff,Kimberly A"
"Vachaspati,Tanmay","Vachaspati,Tanmay"
"Vaiana,Sara","Ghirlanda,Giovanna"
"Vaiana,Sara","Vaiana,Sara"
"Vaiana,Sara","Yarger,Jeffery Lynn"
"Valente,Matthew","Mackinnon,David Peter"
"Van De Sande,Carla","Boggess,May"
"Van De Sande,Carla","Surgent,Scott Adam"
"Van De Sande,Carla","Van De Sande,Carla"
"Van Gelderen,Elly","Van Gelderen,Elly"
"Van Huisstede,Lauren Elizabeth","Crnic,Keith Alan"
"Vanlehn,Kurt A","Milner,Fabio Augusto"
"Vanlehn,Kurt A","Sannier,Adrian Vincent"
"Vanlehn,Kurt A","Vanlehn,Kurt A"
"Vanlehn,Kurt A","Wetzel,Jon"
"Varnum,Michael E","Blais,Christopher Raymond"
"Varnum,Michael E","Brewer Jr,Gene"
"Varnum,Michael E","Kenrick,Douglas T"
"Varnum,Michael E","Kwan,Sau Y"
"Varnum,Michael E","Suk,Hye Won"
"Varnum,Michael E","Varnum,Michael E"
"Vasileska,Dragica","Brinkman,Daniel"
"Vasileska,Dragica","Ghazarian,Arbi"
"Vasileska,Dragica","Ringhofer,Christian"
"Vasileska,Dragica","Vasileska,Dragica"
"Vaughan,Linda","Coletta,Dawn"
"Vaughan,Linda","Johnston,Carol S"
"Vaughan,Linda","Lindor,Keith Douglas"
"Vaughan,Linda","Mandarino,Lawrence"
"Vaughan,Linda","Regier,Philip Roger"
"Vaughan,Linda","Vaughan,Linda"
"Vega-Lopez,Sonia","Vega-Lopez,Sonia"
"Vega,Sujey","Vega,Sujey"
"Velasquez,Donna Marie","Bonifas,Robin P"
"Velasquez,Donna Marie","Velasquez,Donna Marie"
"Velazquez,Ramon","Oddo,Salvatore"
"Velez-Ibanez,Carlos","Velez-Ibanez,Carlos"
"Veramendi,Gregory Francisco","Veramendi,Gregory Francisco"
"Vermaas,Willem F J","Nielsen,David Ross"
"Vermaas,Willem F J","Vermaas,Willem F J"
"Vermaas,Willem F J","Wang,Xuan"
"Vernon,Brent","Caplan,Michael Ryckman"
"Vernon,Brent","Kleim,Jeffrey Allan"
"Vernon,Brent","Stabenfeldt,Sarah E"
"Vernon,Brent","Vernon,Brent"
"Vidt,Meghan Elise","Dounskaia,Natalia"
"Vidt,Meghan Elise","Lee,Chong Do"
"Vidt,Meghan Elise","Swan,Pamela D"
"Vidt,Meghan Elise","Vidt,Meghan Elise"
"Villalobos,Jesus R","Bliss,Daniel Wesley"
"Villalobos,Jesus R","Pan,Rong"
"Villalobos,Jesus R","Phelan,Patrick E"
